,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЖК,Novatoria 37491,Элементс (ELEMENTS) 33985,АкадемГородок 37348,Зелёный бульвар 31111,Зелёный бульвар 28631,Солярис 40263,Невельской 11897,Четыре горизонта 37838,"Нерчинская, 10 34535",Лидер 41415,Лидер 41416,Лидер 41417,Шилкинский 42442,Антарес 34713,Айвазовский 39803,Айвазовский 39804,Видный 35879,Каштановый двор 43288,Каштановый двор 43289,Каштановый двор 43290,Каштановый двор 43291,Восход 40376,Восход 40377,Восход 40378,Садгород-357,Садгород-295,"Давыдова, 60 32132","Давыдова, 60 32133","Давыдова, 60 32134","50 лет Октября, 1 38543","2-я Поселковая, 3 41041",Формат 43702,Формат 44614,Формат 41550,Формат 41119,"10-я Рабочая, 80 36321",Босфорский парк 42348,Босфорский парк 42347,Времена года,Горизонт 39074,Адмиралтейский 37918,Адмиралтейский 43196,"Садгородская, 23 41482",Эко Сити 36674,АРКАДА-АРТ 8652,Акватория 42343,Восточный ЛУЧ-5,Восточный ЛУЧ-6,Восточный ЛУЧ-7,Восточный ЛУЧ-8,Восточный ЛУЧ-9,Восточный ЛУЧ-10,Новые горизонты,"Басаргина, д. 2","Басаргина, д. 2, б/с 2 10 эт","Басаргина, д. 2, б/с 2 18 эт","Борисенко, д. 100, лит. Е","Изумрудный, 1оч",Атлантикс Сити 26212,Журавли 44779,Журавли 44780,MORE 44127,Южный 37898,Южный 37899,Южный 37900,Atmosfera 27414,Atmosfera 27416,Чайка 3062,Акватория 42344,Кленовый 38049,Эко-хаус Пастораль 44416,Зелёный бульвар 42445,Зелёный бульвар 42446,Мед 40107,Сады Маковского 44951,Сады Маковского 44952,Нобель 44228,Смородина 39333,Седанка Хиллс 43467,Седанка Хиллс 43468,Седанка Хиллс 43469,Prime Park 44430,Prime Park 44431,Costa Azzurra 44670,Costa Azzurra 44671,Panorama 43671,Panorama 43670,Футурист 44108,Футурист 44109,Футурист 44110,Молодежный 40104,Седанка Хиллс 43850,Седанка Хиллс 43470,Седанка Хиллс 43471,Изумрудный 13283,Изумрудный 13284,Изумрудный 13285,Изумрудный 37526,Изумрудный 37527,Брусника 43103,Брусника 43102,Брусника 43107,Брусника 43106,Брусника 43108,Брусника 43105,Фрегат 2 36573,Фрегат 2 36572,Фрегат 2 36571,Фрегат 2 36575,Лесная 32173,Лесная 32174,Лесная 32175,"Борисенко, 100 38128","Борисенко, 100 38129","Снеговая Падь, 1 41829",Восточный луч 37333,Прибрежный 44170,Долина 42157
Широта,43.125474,43.102366,43.19368,43.118153,43.118153,43.126201,"43,1132834","43,2298122","43,123221","43,167579","43,167579","43,167579","43,118105","43,176874","43,082321","43,082321","43,153935","43,086863","43,086863","43,086863","43,086863","43,358319","43,358319","43,358319","43,26248","43,26248","43,177193","43,177193","43,177193","43,304903","43,083846",43.3288838,"43,194519","43,194519","43,194519","43,125956","43,083731","43,083731","43,251848","43,130368","43,15958","43,15958","43,262689","43,083649","43,099675","43,084657","43,169527","43,169527","43,169527","43,169527","43,169527","43,169527","43,080552","43,082523","43,082523","43,082523","43,082523","43,170236","43,130437",43.264357,43.264357,43.13261,"43,117919","43,117919","43,117919","43,104937","43,104937","43,194038","43,083402","43,131781","43,251425",43.118153,43.118153,"43,132044","43,223137","43,223137","43,117555","43,22812","43,221241","43,221241","43,221241","43,127476","43,127476","43,083461","43,083461","43,122889","43,122889","43,155746","43,155746","43,155746","43,162494","43,308646","43,221228","43,221228","43,1722","43,1722","43,1722","43,168209","43,168209","43,230358","43,230358","43,230358","43,230358","43,230358","43,230358","43,102754","43,102754","43,102754","43,102754","43,179044","43,179044","43,179044","43,084292","43,084292","43,168756","43,170382","43,194439","43,128883"
Долгота,131.883726,131.89369,131.92072,131.970022,131.970022,131.925274,"131,9440761","132,0009101","131,895032","131,966513","131,966513","131,966513","131,931905","131,908525","131,957471","131,957471","131,925269","131,913603","131,913603","131,913603","131,913603","132,168807","132,168807","132,168807","132,026823","132,026823","131,929881","131,929881","131,929881","132,114628","131,910148",132.0041961,"131,496553","131,496553","131,496553","131,933854","131,951615","131,951615","132,025373","131,94319","131,954952","131,954952","132,021818","131,902881","131,896954","131,906799","131,955419","131,955419","131,955419","131,955419","131,955419","131,955419","131,958864","131,958919","131,958919","131,958919","131,958919","131,948558","131,894025",132.036799,132.036799,131.886159,"131,964933","131,964933","131,964933","131,950455","131,950455","131,925365","131,90726","131,941698","132,028043",131.970022,131.970022,"131,923855","131,967529","131,967529","131,908954","131,994732","131,972167","131,972167","131,972167","131,93009","131,93009","131,960165","131,960165","131,934626","131,934626", 131.93306, 131.93306, 131.93306,"131,948631","132,076565","131,972243","131,972243","131,951256","131,951256","131,951256","131,946859","131,946859","132,029332","132,029332","132,029332","132,029332","132,029332","132,029332","131,963066","131,963066","131,963066","131,963066","131,934889","131,934889","131,934889","131,959413","131,959413","131,955157","131,956753","131,927376","131,957675"
Район,Центр,Чуркин,Ближний пригород,Нейбута,Нейбута,Третья рабочая,Луговая,Дальний пригород,Первая речка,Cнеговая падь,Cнеговая падь,Cнеговая падь,Луговая,Заря,Патрокл,Патрокл,БАМ,Чуркин,Чуркин,Чуркин,Чуркин,Артем,Артем,Артем,Дальний пригород,Дальний пригород,Вторая речка,Вторая речка,Вторая речка,Дальний пригород,Змеинка,Дальний пригород,Дальний пригород,Дальний пригород,Дальний пригород,Баляева,Патрокл,Патрокл,Ближний пригород,Баляева,Cнеговая падь,Cнеговая падь,Дальний пригород,Змеинка,Чуркин,Змеинка,Cнеговая падь,Cнеговая падь,Cнеговая падь,Cнеговая падь,Cнеговая падь,Cнеговая падь,Патрокл,Патрокл,Патрокл,Патрокл,Патрокл,Вторая речка,Первая речка,Дальний пригород,Дальний пригород,Первая речка,Нейбута ,Нейбута ,Нейбута ,Нейбута ,Нейбута ,Заря,Змеинка,Баляева,Дальний пригород ,Нейбута,Нейбута,Третья рабочая,Ближний пригород,Ближний пригород,Центр,Ближний пригород,Ближний пригород,Ближний пригород,Ближний пригород,Третья рабочая ,Третья рабочая ,Тихая,Тихая,Третья рабочая,Третья рабочая,БАМ,БАМ,БАМ,Снеговая падь,Дальний пригород,Ближний пригород,Ближний пригород,Вторая речка,Вторая речка,Вторая речка,Вторая речка,Вторая речка,Дальний пригород,Дальний пригород,Дальний пригород,Дальний пригород,Дальний пригород,Дальний пригород,Нейбута,Нейбута,Нейбута,Нейбута,Заря ,Заря ,Заря ,Тихая ,Тихая,Снеговая падь,Снеговая падь,Заря,Баляева 
Количество домов 250м,32,30,10,7,7,25,6,5,15,2,2,2,10,43,17,16,19,34,34,34,34,106,106,106,19,19,36,36,36,0,14,10,10,10,10,9,18,18,15,20,8,8,10,26,45,29,7,7,7,7,7,7,11,15,10,10,10,2,32,28,28,11,6,6,4,61,64,43,23,35,22,18,18,35,23,23,74,39,31,31,31,42,42,15,15,33,33,25,25,25,10,26,43,30,9,9,5,7,6,52,41,49,52,42,51,23,19,31,29,43,43,43,14,17,15,10,44,4
Средняя этажность 250м,"6,10","4,20","3,20","15,50","15,50","11,80","11,00","19,00","7,00","26,00","25,00","25,00","12,00","6,00","12,00","12,00","9,00","2,41","2,41","2,41","2,41","1,09","1,09","1,09","3,00","3,00",7,7,7,0,4,5,5,5,5,2,18,18,2,5,10,10,"4,00","2,00","4,60","2,00","18,00","18,00","18,00","18,00","18,00","18,00","12,00","13,00","11,00","11,00","11,00","24,00","4,75","3,00","3,00","4,00","13,00","14,00","12,00",3,3,"3,5",5,4,2,10,10,4,6,6,3,3,2,2,2,3,3,14,13,6,6,8,8,7,19,2,2,2,13,13,20,12,17,2,2,2,2,2,2,7,11,7,8,3,3,3,14,13,15,13,"6,00",19
Расстояние до ближайшего строения,54,28,43,20,20,19,76,34,15,25,25,25,15,8,31,45,26,20,20,20,20,65,65,65,60,60,61,61,61,300,29,60,60,60,60,80,137,137,30,38,47,47,55,21,38,18,38,38,38,38,38,38,103,58,60,60,60,180,0,26,26,40,0,0,0,10,10,45,32,9,17,12,12,8,20,14,21,7,19,20,20,0,0,41,41,23,24,11,11,11,28,22,19,20,8,28,8,31,65,4,4,7,5,10,12,27,13,12,12,45,45,45,54,54,73,30,49,35
Инфраструктура: Торговые центры,0,0,0,1,1,0,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,2,2,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Инфраструктура: Супермаркеты,3,0,1,4,4,10,5,0,4,3,3,3,6,6,1,1,10,1,1,1,1,1,1,1,1,1,4,4,4,0,1,0,0,0,0,6,7,7,0,6,3,3,1,0,3,8,5,5,5,5,5,5,1,1,1,1,1,2,7,1,1,2,5,5,5,5,5,1,4,5,1,4,4,10,1,1,5,0,1,1,1,10,10,1,1,8,8,4,4,4,3,0,1,1,2,2,2,2,2,0,0,0,0,0,0,8,8,8,8,3,3,3,2,2,1,1,1,4
Инфраструктура: Рядом ВУЗ,Нет,Нет,Да,Нет,Нет,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да
Есть железная дорога 250м,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть ЛЭП 100м,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
Есть магистральные дороги 100м,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть АЗС 100м,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть скверы 500м,Нет,Нет,Нет,Да,Да,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет
Есть лес 500м,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Да,Да,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Нет,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Нет,Да,Да,Да,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Нет,Да,Да,Нет,Да,Да,Да,Да,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да
Есть водоем 500м,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть пляж 1000м,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Нет
Есть кладбище 250м,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть тюрьма 250м,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть ПНД 250м,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть наркодиспансер 250м,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
Есть промзона 250м,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
Есть гаражи 500м,Да,Да,Нет,Нет,Нет,Да,Да,Нет,Да,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да
Разнообразие общественного транспорта 1000м,1,2,2,1,1,2,3,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.0,2.0,1,1,1,1,2,2,2,1,2,0,1,1,2,1,1,2,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1
Станции электропоезда 1000м,Нет,Да,Да,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет
Уехать без пересадок: Луговая,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,да,да,Да,Да,да,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Нет,Да,Да,Да,Нет,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Нет,Нет,Нет,Да,Нет,Да,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да
Расстояние по навигатору до: Луговая,8,5,16,4,4,5,1,21,8,10,10,10,5,12,6,6,10,4,4,4,4,55,55,55,33,33,10,10,10,45,5,35,35,35,35,4,6,6,25,3,10,10,33,5,5,5,9,9,9,9,9,9,6,6,6,6,6,9,8,33,33,8,5,5,5,2,4,15,5,3,25,4,4,5,24,20,4,25,19,19,19,4,4,6,6,4,4,9,9,9,8,35,19,19,9,9,9,9,9,28,28,27,27,27,27,4,4,3,3,10,10,10,6,5,9,10,14,4
Уехать без пересадок: Центр,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,да,да,Да,Да,да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Да,Да,Да,Да
Расстояние по навигатору до: Центр,2,6,12,10,10,5,8,19,2,13,13,13,6,10,14,14,9,10,10,10,10,49,49,49,27,27,10,10,10,39,10,29,29,29,29,5,11,11,23,6,13,13,27,9,6,7,12,12,12,12,12,12,14,14,14,14,14,11,"2,5",27,27,3,9,9,9,7,9,11,9,7,24,10,9,6,16,16,4,28,18,18,18,4,4,12,12,6,6,9,9,9,11,33,18,18,12,12,12,11,11,26,26,25,26,25,25,10,10,10,10,10,10,10,11,11,13,14,11,9
